locus,start,end,genomic.element,scaffold
SO4626,4821559,4822251,NC_004347.2,139
SO4627,4822313,4822861,NC_004347.2,139
SO4628,4822919,4824901,NC_004347.2,139
SO4629,4825116,4827470,NC_004347.2,139
SO4631,4827600,4828103,NC_004347.2,139
SO4633,4828759,4829484,NC_004347.2,139
SO4634,4829525,4830841,NC_004347.2,139
SO4635,4830958,4832934,NC_004347.2,139
SO4636,4833017,4834294,NC_004347.2,139
SO4637,4834383,4835051,NC_004347.2,139
SO4638,4835023,4836315,NC_004347.2,139
SO4639,4836406,4836795,NC_004347.2,139
SO4640,4836897,4837373,NC_004347.2,139
SO4641,4837815,4838120,NC_004347.2,139
SO4642,4838108,4838365,NC_004347.2,139
SO4643,4838507,4838836,NC_004347.2,139
SO4644,4839084,4839206,NC_004347.2,139
SO4644.1,4839136,4840968,NC_004347.2,139
SO4645,4841290,4842207,NC_004347.2,139
SO4646,4842575,4842874,NC_004347.2,139
SO4647,4842876,4843571,NC_004347.2,139
SO4648,4843564,4844928,NC_004347.2,139
SO4649,4845079,4846539,NC_004347.2,139
SO4650,4847044,4847676,NC_004347.2,139
SO4651,4847760,4847936,NC_004347.2,139
SO4652,4848018,4849031,NC_004347.2,139
SO4653,4849037,4849918,NC_004347.2,139
SO4654,4849923,4850774,NC_004347.2,139
SO4655,4850802,4851866,NC_004347.2,139
SO4656,4851926,4852510,NC_004347.2,139
SO4656.2,4854008,4856029,NC_004347.2,139
SO4656.3,4856709,4856912,NC_004347.2,139
SO4658,4857581,4858168,NC_004347.2,139
SO4659,4858517,4859362,NC_004347.2,139
SO4660,4859473,4860192,NC_004347.2,139
SO4661,4860192,4861229,NC_004347.2,139
SO4662,4861279,4861845,NC_004347.2,139
SO4663,4862067,4862174,NC_004347.2,139
SO4665,4862607,4862804,NC_004347.2,139
SO4666,4863318,4863941,NC_004347.2,139
SO4667,4864111,4864770,NC_004347.2,139
SO4669,4865820,4868588,NC_004347.2,139
SO4670,4868974,4869630,NC_004347.2,139
SO4671,4869710,4870552,NC_004347.2,139
SO4672,4870549,4870854,NC_004347.2,139
SO4673,4870953,4871978,NC_004347.2,139
SO4674,4871990,4873183,NC_004347.2,139
SO4675,4873469,4874116,NC_004347.2,139
SO4676,4874417,4875691,NC_004347.2,139
SO4677,4875707,4876459,NC_004347.2,139
SO4678,4876548,4877591,NC_004347.2,139
SO4679,4877644,4878729,NC_004347.2,139
SO4680,4878749,4879825,NC_004347.2,139
SO4681,4879861,4881039,NC_004347.2,139
SO4682,4881325,4882395,NC_004347.2,139
SO4683,4882413,4882637,NC_004347.2,139
SO4684,4882671,4883162,NC_004347.2,139
SO4685,4883228,4884712,NC_004347.2,139
SO4686,4885039,4886046,NC_004347.2,139
SO4687,4886071,4887234,NC_004347.2,139
SO4688,4887469,4888200,NC_004347.2,139
SO4689,4888202,4888861,NC_004347.2,139
SO4690,4889105,4890829,NC_004347.2,139
SO4692,4891476,4894610,NC_004347.2,139
SO4693,4894620,4895768,NC_004347.2,139
SO4694,4896536,4897273,NC_004347.2,139
SO4696,4897607,4898296,NC_004347.2,139
SO4697,4898499,4899146,NC_004347.2,139
SO4698,4899159,4899689,NC_004347.2,139
SO4699,4899826,4901865,NC_004347.2,139
SO4700,4902134,4902922,NC_004347.2,139
SO4701,4903018,4903551,NC_004347.2,139
SO4702,4903728,4905083,NC_004347.2,139
SO4704,4905976,4906764,NC_004347.2,139
SO4705,4907149,4908660,NC_004347.2,139
SO4706,4908893,4909456,NC_004347.2,139
SO4707,4909514,4910716,NC_004347.2,139
SO4708,4911024,4911974,NC_004347.2,139
SO4709,4911984,4912130,NC_004347.2,139
SO4710,4912342,4913034,NC_004347.2,139
SO4711,4913083,4914267,NC_004347.2,139
SO4712,4914674,4916068,NC_004347.2,139
SO4713,4916550,4917908,NC_004347.2,139
SO4714,4917940,4918665,NC_004347.2,139
SO4715,4918907,4919566,NC_004347.2,139
SO4716,4919666,4920133,NC_004347.2,139
SO4717,4920395,4922524,NC_004347.2,139
SO4718,4922525,4923907,NC_004347.2,139
SO4719,4924191,4925015,NC_004347.2,139
SO4720,4925012,4925719,NC_004347.2,139
SO4721,4925723,4926430,NC_004347.2,139
SO4722,4926414,4927007,NC_004347.2,139
SO4723,4927038,4928837,NC_004347.2,139
SO4724,4928854,4929837,NC_004347.2,139
SO4725,4929919,4930374,NC_004347.2,139
SO4726,4930399,4931214,NC_004347.2,139
SO4727,4932064,4932702,NC_004347.2,139
SO4728,4932785,4933336,NC_004347.2,139
SO4729,4933405,4933872,NC_004347.2,139
SO4730,4934130,4935506,NC_004347.2,139
SO4731,4935576,4936571,NC_004347.2,139
SO4732,4936774,4938579,NC_004347.2,139
SO4733,4938680,4939669,NC_004347.2,139
SO4734,4939626,4941920,NC_004347.2,139
SO4737,4948026,4949453,NC_004347.2,139
SO4738,4949545,4949895,NC_004347.2,139
SO4739,4950014,4950916,NC_004347.2,139
SO4740,4951084,4951287,NC_004347.2,139
SO4741,4951368,4953197,NC_004347.2,139
SO4742,4953274,4954044,NC_004347.2,139
SO4743,4954248,4956320,NC_004347.2,139
SO4745,4956626,4957990,NC_004347.2,139
SO4746,4958161,4958589,NC_004347.2,139
SO4747,4958626,4960017,NC_004347.2,139
SO4748,4960053,4960913,NC_004347.2,139
SO4749,4960964,4962505,NC_004347.2,139
SO4750,4962520,4963053,NC_004347.2,139
SO4751,4963070,4963540,NC_004347.2,139
SO4752,4963579,4963830,NC_004347.2,139
SO4753,4963901,4964695,NC_004347.2,139
SO4754,4964708,4965091,NC_004347.2,139
SO4755,4965317,4966195,NC_004347.2,139
SO4756,4966205,4966993,NC_004347.2,139
SO4757,4967069,4967689,NC_004347.2,139
SO4758,4967807,4969696,NC_004347.2,139
SOA0001,608,1489,NC_004349.1,140
SOA0002,2651,2878,NC_004349.1,140
SOA0003,2887,3933,NC_004349.1,140
SOA0004,3938,5650,NC_004349.1,140
SOA0005,5714,6019,NC_004349.1,140
SOA0008,7840,8559,NC_004349.1,140
SOA0010,8805,9323,NC_004349.1,140
SOA0011,9465,9707,NC_004349.1,140
SOA0012,10078,11334,NC_004349.1,140
SOA0013,11335,11739,NC_004349.1,140
SOA0014,12332,12427,NC_004349.1,140
SOA0015,12732,12878,NC_004349.1,140
SOA0016,12945,15911,NC_004349.1,140
SOA0017,16075,16365,NC_004349.1,140
SOA0018,16362,16739,NC_004349.1,140
SOA0019,16733,17290,NC_004349.1,140
SOA0022,18774,19079,NC_004349.1,140
SOA0023,19154,19453,NC_004349.1,140
SOA0024,19523,20332,NC_004349.1,140
SOA0026,20759,21067,NC_004349.1,140
SOA0029,21488,22297,NC_004349.1,140
SOA0030,22368,22490,NC_004349.1,140
SOA0031,22779,24653,NC_004349.1,140
SOA0032,24778,25233,NC_004349.1,140
SOA0033,25235,25723,NC_004349.1,140
SOA0034,25754,25975,NC_004349.1,140
SOA0035,26127,27329,NC_004349.1,140
SOA0037,28346,29155,NC_004349.1,140
SOA0040,30832,31083,NC_004349.1,140
SOA0041,31077,31394,NC_004349.1,140
SOA0042,31539,32027,NC_004349.1,140
SOA0043,32113,32259,NC_004349.1,140
SOA0044,32496,33626,NC_004349.1,140
SOA0046,35135,35236,NC_004349.1,140
SOA0048,35916,37844,NC_004349.1,140
SOA0049,38936,41113,NC_004349.1,140
SOA0050,41113,42360,NC_004349.1,140
SOA0051,43722,44090,NC_004349.1,140
SOA0054,45411,46220,NC_004349.1,140
SOA0056,46611,46793,NC_004349.1,140
SOA0057,46822,47049,NC_004349.1,140
SOA0059,48737,49027,NC_004349.1,140
SOA0060,49031,49558,NC_004349.1,140
SOA0061,49745,50431,NC_004349.1,140
SOA0062,50424,50783,NC_004349.1,140
SOA0063,50928,51485,NC_004349.1,140
SOA0066,53179,53988,NC_004349.1,140
SOA0067,54504,55382,NC_004349.1,140
SOA0068,55521,55808,NC_004349.1,140
SOA0069,55805,56140,NC_004349.1,140
SOA0070,56571,57275,NC_004349.1,140
SOA0072,57968,58279,NC_004349.1,140
SOA0074,58734,59492,NC_004349.1,140
SOA0076,59873,60157,NC_004349.1,140
SOA0077,60346,60981,NC_004349.1,140
SOA0078,61181,61423,NC_004349.1,140
SOA0079,61416,61715,NC_004349.1,140
SOA0083,63339,64541,NC_004349.1,140
SOA0085,65906,66451,NC_004349.1,140
SOA0086,66535,67125,NC_004349.1,140
SOA0087,67295,67555,NC_004349.1,140
SOA0088,67555,67866,NC_004349.1,140
SOA0091,69664,70473,NC_004349.1,140
SOA0094,73136,73243,NC_004349.1,140
SOA0095,73412,74611,NC_004349.1,140
SOA0096,74611,75705,NC_004349.1,140
SOA0097,75737,76495,NC_004349.1,140
SOA0098,77039,77434,NC_004349.1,140
SOA0099,77713,79446,NC_004349.1,140
SOA0100,79656,81470,NC_004349.1,140
SOA0104,84252,84377,NC_004349.1,140
SOA0105,84452,85009,NC_004349.1,140
SOA0106,85324,86964,NC_004349.1,140
SOA0108,88762,89148,NC_004349.1,140
SOA0109,89170,89901,NC_004349.1,140
SOA0110,90085,94311,NC_004349.1,140
SOA0112,94602,98834,NC_004349.1,140
SOA0114,99408,100436,NC_004349.1,140
SOA0115,100525,104757,NC_004349.1,140
SOA0118,105531,106094,NC_004349.1,140
SOA0119,106554,107594,NC_004349.1,140
SOA0120,107889,108812,NC_004349.1,140
SOA0121,108788,108913,NC_004349.1,140
SOA0122,109108,109497,NC_004349.1,140
SOA0123,109721,109930,NC_004349.1,140
SOA0127,112911,113039,NC_004349.1,140
SOA0129,113440,114279,NC_004349.1,140
SOA0130,114492,115694,NC_004349.1,140
SOA0132,116515,116973,NC_004349.1,140
SOA0140,126416,128746,NC_004349.1,140
SOA0141,128755,130485,NC_004349.1,140
SOA0142,130884,131924,NC_004349.1,140
SOA0144,132330,133532,NC_004349.1,140
SOA0145,133536,134180,NC_004349.1,140
SOA0147,135339,135476,NC_004349.1,140
SOA0148,135887,135997,NC_004349.1,140
SOA0149,136564,137412,NC_004349.1,140
SOA0151,138290,139330,NC_004349.1,140
SOA0152,140089,140268,NC_004349.1,140
SOA0153,140488,143625,NC_004349.1,140
SOA0155,145198,145458,NC_004349.1,140
SOA0156,145735,146208,NC_004349.1,140
SOA0157,146282,146737,NC_004349.1,140
SOA0159,147492,147818,NC_004349.1,140
SOA0160,148058,148897,NC_004349.1,140
SOA0161,148985,150115,NC_004349.1,140
SOA0162,150372,151130,NC_004349.1,140
SOA0164,152606,153757,NC_004349.1,140
SOA0165,154093,154962,NC_004349.1,140
SOA0167,155302,158268,NC_004349.1,140
SOA0168,158432,158722,NC_004349.1,140
SOA0169,158719,159096,NC_004349.1,140
SOA0170,159090,159647,NC_004349.1,140
SOA0171,159920,160177,NC_004349.1,140
SOA0172,160178,160804,NC_004349.1,140
SOA0173,160979,161245,NC_004349.1,140
SO0134,141383,142309,NC_004347.2,139
SO0201,209586,210287,NC_004347.2,139
SO0373,386192,387124,NC_004347.2,139
SO0376,388489,388770,NC_004347.2,139
SO0419,434288,434911,NC_004347.2,139
SO0561,582280,582567,NC_004347.2,139
SO0589,616392,616799,NC_004347.2,139
SO0590,617295,618032,NC_004347.2,139
SO0738,754522,755379,NC_004347.2,139
SO0739,755419,756255,NC_004347.2,139
SO0887,915983,917095,NC_004347.2,139
SO0893,921324,922547,NC_004347.2,139
SO0911,938018,938662,NC_004347.2,139
SO0991,1024489,1025547,NC_004347.2,139
SO1054,1092180,1092464,NC_004347.2,139
SO1085,1124773,1125501,NC_004347.2,139
SO1113,1156515,1156982,NC_004347.2,139
SO1140,1180778,1181590,NC_004347.2,139
SO1206,1251130,1252083,NC_004347.2,139
SO1210,1257113,1258015,NC_004347.2,139
SO1211,1258966,1259694,NC_004347.2,139
SO1223,1269579,1270571,NC_004347.2,139
SO1280,1331926,1332642,NC_004347.2,139
SO1296,1345723,1346496,NC_004347.2,139
SO1299,1349972,1350145,NC_004347.2,139
SO1435,1497975,1498763,NC_004347.2,139
SO1439,1501303,1501746,NC_004347.2,139
SO1467,1532562,1533014,NC_004347.2,139
SO1527,1603948,1604196,NC_004347.2,139
SO1540,1616338,1617438,NC_004347.2,139
SO1542,1618756,1618887,NC_004347.2,139
SO1554,1630835,1631920,NC_004347.2,139
SO1600,1676201,1678567,NC_004347.2,139
SO1620,1702477,1703313,NC_004347.2,139
SO1706,1794801,1795775,NC_004347.2,139
SO1773,1852492,1852695,NC_004347.2,139
SO1799,1889273,1889485,NC_004347.2,139
SO1900,1999013,2000932,NC_004347.2,139
SO2028,2127290,2128105,NC_004347.2,139
SO2029,2128099,2128365,NC_004347.2,139
SO2140,2246846,2247007,NC_004347.2,139
SO2142,2248189,2249391,NC_004347.2,139
SO2186,2296515,2298170,NC_004347.2,139
SO2188,2299225,2299716,NC_004347.2,139
SO2214,2326769,2327818,NC_004347.2,139
SO2233,2351057,2351716,NC_004347.2,139
SO2304,2414970,2416085,NC_004347.2,139
SO2316,2426209,2427399,NC_004347.2,139
SO2317,2427432,2428607,NC_004347.2,139
SO2320,2429335,2430642,NC_004347.2,139
SO2322,2432043,2432810,NC_004347.2,139
SO2461,2580613,2581254,NC_004347.2,139
SO2468,2588829,2589209,NC_004347.2,139
SO2605,2740882,2741499,NC_004347.2,139
SO2630,2767090,2767887,NC_004347.2,139
SO2754,2876109,2876573,NC_004347.2,139
SO2756,2877862,2878467,NC_004347.2,139
SO2764,2886588,2886881,NC_004347.2,139
SO2783,2903723,2904160,NC_004347.2,139
SO2784,2904515,2905474,NC_004347.2,139
SO2786,2909465,2909674,NC_004347.2,139
SO2810,2931970,2932302,NC_004347.2,139
SO2812,2933805,2934182,NC_004347.2,139
SO2818,2939700,2940116,NC_004347.2,139
SO2820,2941165,2941626,NC_004347.2,139
SO2824,2946237,2946491,NC_004347.2,139
SO2908,3037551,3038111,NC_004347.2,139
SO2910,3039301,3039783,NC_004347.2,139
SO2933,3067935,3068951,NC_004347.2,139
SO2937,3073722,3074597,NC_004347.2,139
SO2993,3116131,3116874,NC_004347.2,139
SO3038,3149458,3149709,NC_004347.2,139
SO3042,3153790,3154017,NC_004347.2,139
SO3046,3157378,3158346,NC_004347.2,139
SO3068,3184708,3185493,NC_004347.2,139
SO3079,3198466,3198774,NC_004347.2,139
SO3098,3224595,3224753,NC_004347.2,139
SO3118,3245845,3246516,NC_004347.2,139
SO3130,3259781,3260620,NC_004347.2,139
SO3137,3267874,3268062,NC_004347.2,139
SO3139,3269514,3272564,NC_004347.2,139
SO3141,3275866,3276066,NC_004347.2,139
SO3143,3278822,3279541,NC_004347.2,139
SO3240,3378995,3379288,NC_004347.2,139
SO3396,3535932,3537377,NC_004347.2,139
SO3442,3586751,3587614,NC_004347.2,139
SO3445,3590080,3590307,NC_004347.2,139
SO3450,3593896,3594123,NC_004347.2,139
SO3452,3595482,3595715,NC_004347.2,139
SO3453,3596065,3596268,NC_004347.2,139
SO3457,3601942,3604749,NC_004347.2,139
SO3498,3649313,3649951,NC_004347.2,139
SO3500,3651269,3652150,NC_004347.2,139
SO3566,3729670,3730770,NC_004347.2,139
SO3568,3732088,3732219,NC_004347.2,139
SO3579,3745939,3746910,NC_004347.2,139
SO3583,3750250,3750963,NC_004347.2,139
SO3628,3787497,3787826,NC_004347.2,139
SO3662,3815825,3816193,NC_004347.2,139
SO3675,3828040,3828858,NC_004347.2,139
SO3691,3841829,3843133,NC_004347.2,139
SO3730,3873355,3874017,NC_004347.2,139
SO3750,3897269,3898648,NC_004347.2,139
SO3753,3901103,3901879,NC_004347.2,139
SO3798,3950869,3951546,NC_004347.2,139
SO3820,3970593,3970973,NC_004347.2,139
SO3823,3974312,3975433,NC_004347.2,139
SO3825,3976654,3976818,NC_004347.2,139
SO3843,3992065,3992772,NC_004347.2,139
SO3875,4022963,4023502,NC_004347.2,139
SO3946,4092752,4093075,NC_004347.2,139
SO4115,4273462,4273989,NC_004347.2,139
SO4181,4354039,4354956,NC_004347.2,139
SO4231,4408185,4408508,NC_004347.2,139
SO4271,4450964,4451218,NC_004347.2,139
SO4328,4521426,4522646,NC_004347.2,139
SO4390,4585946,4587082,NC_004347.2,139
SO4422,4614074,4615216,NC_004347.2,139
SO4426,4617112,4617798,NC_004347.2,139
SO4523,4717121,4719112,NC_004347.2,139
SO4534,4727265,4727696,NC_004347.2,139
SO4538,4730683,4732161,NC_004347.2,139
SO4565,4761513,4762793,NC_004347.2,139
SO4657,4852476,4853960,NC_004347.2,139
SOA0006,6037,6813,NC_004349.1,140
SOA0007,7113,7850,NC_004349.1,140
SOA0009,8573,8818,NC_004349.1,140
SOA0020,17324,18154,NC_004349.1,140
SOA0021,18187,18462,NC_004349.1,140
SOA0025,19523,20682,NC_004349.1,140
SOA0028,21138,22297,NC_004349.1,140
SOA0036,27772,27996,NC_004349.1,140
SOA0038,28346,29505,NC_004349.1,140
SOA0039,29574,30668,NC_004349.1,140
SOA0045,33623,34993,NC_004349.1,140
SOA0047,35430,35762,NC_004349.1,140
SOA0052,44152,44994,NC_004349.1,140
SOA0053,45061,46220,NC_004349.1,140
SOA0055,46229,46534,NC_004349.1,140
SOA0058,47238,47987,NC_004349.1,140
SOA0064,51683,52591,NC_004349.1,140
SOA0065,52829,53988,NC_004349.1,140
SOA0071,57546,57962,NC_004349.1,140
SOA0073,58421,58696,NC_004349.1,140
SOA0075,59581,59880,NC_004349.1,140
SOA0080,62110,62595,NC_004349.1,140
SOA0081,62700,62918,NC_004349.1,140
SOA0082,62973,63293,NC_004349.1,140
SOA0084,62973,64960,NC_004349.1,140
SOA0089,67890,72206,NC_004349.1,140
SOA0090,69314,70473,NC_004349.1,140
SOA0092,70596,72206,NC_004349.1,140
SOA0093,72253,73026,NC_004349.1,140
SOA0101,81706,82824,NC_004349.1,140
SOA0102,82900,84114,NC_004349.1,140
SOA0103,81706,84255,NC_004349.1,140
SOA0107,87090,87401,NC_004349.1,140
SOA0111,94372,94513,NC_004349.1,140
SOA0113,98861,99151,NC_004349.1,140
SOA0116,104878,105066,NC_004349.1,140
SOA0117,105329,105538,NC_004349.1,140
SOA0124,109989,110800,NC_004349.1,140
SOA0125,110952,111219,NC_004349.1,140
SOA0126,111531,112560,NC_004349.1,140
SOA0128,113127,114279,NC_004349.1,140
SOA0131,116108,116518,NC_004349.1,140
SOA0133,117258,118199,NC_004349.1,140
SOA0134,118263,118715,NC_004349.1,140
SOA0135,118856,121991,NC_004349.1,140
SOA0136,120598,121812,NC_004349.1,140
SOA0137,122155,122331,NC_004349.1,140
SOA0138,122472,124957,NC_004349.1,140
SOA0139,125218,126186,NC_004349.1,140
SOA0143,132070,132297,NC_004349.1,140
SOA0146,132070,134530,NC_004349.1,140
SOA0150,137525,138223,NC_004349.1,140
SOA0154,143635,145176,NC_004349.1,140
SOA0158,146804,147193,NC_004349.1,140
SOA0163,151984,152565,NC_004349.1,140
SOA0166,155026,155268,NC_004349.1,140
SOA0174,9742,9948,NC_004349.1,140
SOA0175,27396,27656,NC_004349.1,140
SOA0176,38065,38280,NC_004349.1,140
SOA0177,38327,38530,NC_004349.1,140
SOA0178,38542,38751,NC_004349.1,140
SOA0179,52755,54424,NC_004349.1,140
SOA0180,65042,65569,NC_004349.1,140
SOA0181,106121,106447,NC_004349.1,140
SOA0182,134811,135071,NC_004349.1,140
SOA0183,135478,135732,NC_004349.1,140
SOA0184,135800,136192,NC_004349.1,140
SOA0185,139838,140092,NC_004349.1,140
SOr001,46116,47644,NC_004347.2,139
SOr002,47961,50853,NC_004347.2,139
SOr003,51057,51176,NC_004347.2,139
SOr004,216788,218316,NC_004347.2,139
SOr005,218957,221849,NC_004347.2,139
SOr006,222053,222172,NC_004347.2,139
SOr007,269814,271342,NC_004347.2,139
SOr008,271658,274551,NC_004347.2,139
SOr009,274755,274874,NC_004347.2,139
SOr010,2969193,2969312,NC_004347.2,139
SOr011,2969516,2972408,NC_004347.2,139
SOr012,2973049,2974577,NC_004347.2,139
SOr013,3734846,3734965,NC_004347.2,139
SOr014,3735169,3738061,NC_004347.2,139
SOr015,3738378,3739906,NC_004347.2,139
SOr016,4376975,4377094,NC_004347.2,139
SOr017,4377298,4380190,NC_004347.2,139
SOr018,4380831,4382359,NC_004347.2,139
SOr019,4679082,4679201,NC_004347.2,139
SOr020,4679660,4682552,NC_004347.2,139
SOr021,4682869,4684397,NC_004347.2,139
SOr022,4688447,4688566,NC_004347.2,139
SOr023,4688770,4691662,NC_004347.2,139
SOr024,4691979,4693507,NC_004347.2,139
SOr025,4942369,4942488,NC_004347.2,139
SOr026,4942692,4945584,NC_004347.2,139
SOr027,4945901,4947429,NC_004347.2,139
SOr028,4679337,4679456,NC_004347.2,139
SOt001,51211,51287,NC_004347.2,139
SOt002,117553,117643,NC_004347.2,139
SOt003,218392,218468,NC_004347.2,139
SOt004,218607,218682,NC_004347.2,139
SOt005,226804,226879,NC_004347.2,139
SOt006,226887,226971,NC_004347.2,139
SOt007,227006,227079,NC_004347.2,139
SOt008,227089,227164,NC_004347.2,139
SOt009,620170,620245,NC_004347.2,139
SOt010,620370,620445,NC_004347.2,139
SOt011,620568,620643,NC_004347.2,139
SOt012,620770,620845,NC_004347.2,139
SOt013,1198589,1198665,NC_004347.2,139
SOt014,1229540,1229616,NC_004347.2,139
SOt015,1229671,1229755,NC_004347.2,139
SOt016,1229802,1229876,NC_004347.2,139
SOt017,1229898,1229972,NC_004347.2,139
SOt018,1229974,1230050,NC_004347.2,139
SOt019,1230132,1230216,NC_004347.2,139
SOt020,1230253,1230327,NC_004347.2,139
SOt021,1245541,1245627,NC_004347.2,139
SOt022,1245711,1245787,NC_004347.2,139
SOt023,1335235,1335311,NC_004347.2,139
SOt024,1880017,1880093,NC_004347.2,139
SOt025,1880184,1880260,NC_004347.2,139
SOt026,1880270,1880345,NC_004347.2,139
SOt027,1939976,1940052,NC_004347.2,139
SOt028,1940200,1940276,NC_004347.2,139
SOt029,1940424,1940500,NC_004347.2,139
SOt030,1940538,1940614,NC_004347.2,139
SOt031,1950041,1950131,NC_004347.2,139
SOt032,1951113,1951203,NC_004347.2,139
SOt033,1955125,1955200,NC_004347.2,139
SOt034,1955222,1955295,NC_004347.2,139
SOt035,1955344,1955430,NC_004347.2,139
SOt036,1955563,1955649,NC_004347.2,139
SOt037,2124193,2124269,NC_004347.2,139
SOt038,2235124,2235211,NC_004347.2,139
SOt039,2406959,2407035,NC_004347.2,139
SOt040,2407073,2407149,NC_004347.2,139
SOt041,2456843,2456918,NC_004347.2,139
SOt042,2456939,2457012,NC_004347.2,139
SOt043,2457062,2457148,NC_004347.2,139
SOt044,2477570,2477660,NC_004347.2,139
SOt045,2626488,2626572,NC_004347.2,139
SOt046,2626612,2626696,NC_004347.2,139
SOt047,2626814,2626898,NC_004347.2,139
SOt048,2632847,2632922,NC_004347.2,139
SOt049,2632971,2633046,NC_004347.2,139
SOt050,2633078,2633153,NC_004347.2,139
SOt051,2633199,2633274,NC_004347.2,139
SOt052,2633320,2633395,NC_004347.2,139
SOt053,2687482,2687558,NC_004347.2,139
SOt054,2687616,2687692,NC_004347.2,139
SOt055,2866689,2866764,NC_004347.2,139
SOt056,2866798,2866873,NC_004347.2,139
SOt057,2867035,2867110,NC_004347.2,139
SOt058,2867144,2867219,NC_004347.2,139
SOt059,2867253,2867328,NC_004347.2,139
SOt060,2867362,2867452,NC_004347.2,139
SOt061,2867486,2867561,NC_004347.2,139
SOt062,2867616,2867691,NC_004347.2,139
SOt063,2972683,2972758,NC_004347.2,139
SOt064,2972897,2972973,NC_004347.2,139
SOt065,3258460,3258535,NC_004347.2,139
SOt066,3258634,3258709,NC_004347.2,139
SOt067,3258809,3258884,NC_004347.2,139
SOt068,3258983,3259058,NC_004347.2,139
SOt069,3259137,3259212,NC_004347.2,139
SOt070,3259276,3259351,NC_004347.2,139
SOt071,3259459,3259534,NC_004347.2,139
SOt072,3259601,3259676,NC_004347.2,139
SOt073,3261718,3261793,NC_004347.2,139
SOt074,3261842,3261917,NC_004347.2,139
SOt075,3261945,3262020,NC_004347.2,139
SOt076,3262066,3262141,NC_004347.2,139
SOt077,3262168,3262243,NC_004347.2,139
SOt078,3395143,3395218,NC_004347.2,139
SOt079,3513641,3513716,NC_004347.2,139
SOt080,3513738,3513813,NC_004347.2,139
SOt081,3514336,3514411,NC_004347.2,139
SOt082,3514433,3514508,NC_004347.2,139
SOt083,3566969,3567045,NC_004347.2,139
SOt084,3567141,3567232,NC_004347.2,139
SOt085,3567269,3567345,NC_004347.2,139
SOt086,3567389,3567465,NC_004347.2,139
SOt087,3567509,3567585,NC_004347.2,139
SOt088,3567669,3567745,NC_004347.2,139
SOt089,3567777,3567853,NC_004347.2,139
SOt090,3567874,3567965,NC_004347.2,139
SOt091,3748013,3748088,NC_004347.2,139
SOt092,3748144,3748230,NC_004347.2,139
SOt093,3748272,3748358,NC_004347.2,139
SOt094,4035175,4035261,NC_004347.2,139
SOt095,4380465,4380540,NC_004347.2,139
SOt096,4380679,4380755,NC_004347.2,139
SOt097,4512002,4512078,NC_004347.2,139
SOt098,4512132,4512208,NC_004347.2,139
SOt099,4512224,4512299,NC_004347.2,139
SOt100,4512352,4512428,NC_004347.2,139
