tax	Score	N	reference
84480	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/265/GCA_000473265.1_ASM47326v1
506591	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/325/GCA_000473325.1_ASM47332v1
1076523	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/345/GCA_000473345.1_ASM47334v1
299567	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/365/GCA_000473365.1_ASM47336v1
1099853	0.92	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/955/GCA_000473955.1__oprFasNSB1
169679	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/995/GCA_000473995.1_ASM47399v1
984991	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/415/GCA_000477415.1_ASM47741v1
1436290	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/435/GCA_000477435.1_ASM47743v1
1125698	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/485/GCA_000478485.2_Pseu_sp_P179_V1
1203578	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/505/GCA_000478505.2_Pseu_sp_HPB0071_V1
285540	0.99	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/605/GCA_000478605.2_ASM47860v2
28176	0.98	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/685/GCA_000478685.1_ASM47868v1
1147	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/825/GCA_000478825.2_ASM47882v2
446660	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/885/GCA_000478885.1_ASM47888v1
1235990	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/905/GCA_000478905.1_ASM47890v1
1416614	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/535/GCA_000484535.1_ASM48453v1
265291	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/635/GCA_000484635.1_ASM48463v1
1335757	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/905/GCA_000485905.1_ASM48590v1
1266845	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/735/GCA_000493735.1_ASM49373v1
45972	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/875/GCA_000494875.1_ASM49487v1
69328	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/915/GCA_000494915.1_ASM49491v1
155322	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/285/GCA_000496285.1_ASM49628v1
309868	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/595/GCA_000496595.1_ASM49659v1
1399115	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/635/GCA_000496635.1_ASM49663v1
424182	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/645/GCA_000499645.1_IRBG74
1394709	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/875/GCA_000503875.1_ASM50387v1
1427356	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/895/GCA_000503895.1_ASM50389v1
53346	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/125/GCA_000504125.1_ASM50412v1
93220	0.97	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/585/GCA_000504585.2_ASM50458v2
1394889	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/665/GCA_000505665.1_ASM50566v1
1415630	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/205/GCA_000508205.1_ASM50820v1
35795	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/225/GCA_000508225.1_ASM50822v1
171632	0.46	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/245/GCA_000508245.1_ASM50824v1
1232449	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/965/GCA_000508965.1_ASM50896v1
1232452	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/025/GCA_000509025.1_ASM50902v1
1282876	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/225/GCA_000509225.1_ASM50922v1
215	0.93	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/365/GCA_000509365.1_ASM50936v1
1344956	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/385/GCA_000509385.1_ASM50938v1
76759	0.95	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/285/GCA_000510285.1_ASM51028v1
103816	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/305/GCA_000511305.1_ASM51130v1
60890	0.94	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/385/GCA_000511385.1_ASM51138v1
1464	1	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/405/GCA_000511405.1_ASM51140v1
208962	1	19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/125/GCA_000512125.1_ASM51212v1
55583	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/895/GCA_000512895.1_ASM51289v1
55518	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/295/GCA_000513295.1_MGMSRv2
144	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/755/GCA_000568755.1_ASM56875v1
28448	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/550/765/GCA_000550765.1_ASM55076v1
160386	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/550/785/GCA_000550785.1_ASM55078v1
42817	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/555/GCA_000590555.1_ASM59055v1
120577	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/795/GCA_000590795.1_ASM59079v1
229980	0.85	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/035/GCA_000591035.1_ASM59103v1
416273	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/055/GCA_000591055.1_ASM59105v1
569	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/785/GCA_000597785.2_ASM59778v2
51	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/601/485/GCA_000601485.1_Chondromyces_apiculatus_DSM_436_genome_assembly
29488	0.99	18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/083/805/GCA_001083805.1_ASM108380v1
1661	1	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/055/GCA_000612055.1_ASM61205v1
659	0.97	25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/045/GCA_000613045.2_BDW_PRJEB5262
57480	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/620/105/GCA_000620105.1_ASM62010v1
61645	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/395/GCA_000632395.1_ASM63239v1
192	0.97	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/475/GCA_000632475.2_ASM63247v2
588932	0.93	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/915/GCA_000635915.2_ASM63591v2
546	1	29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/515/GCA_000648515.1_ASM64851v1
81029	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/235/GCA_000685235.1_SOAPdenovo_v1.05
53245	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/525/GCA_000686525.1_ASM68652v1
68570	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/235/GCA_000695235.1_ASM69523v1
1034015	0.88	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1
587753	0.97	44	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/865/GCA_000698865.1_ASM69886v1
1288	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/685/GCA_000706685.1_ASM70668v1
2754	0.95	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/712/295/GCA_000712295.1_sjonesii4.0
571	1	19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/714/655/GCA_000714655.1_ASM71465v1
1471	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/485/GCA_000724485.1_ASM72448v1
59505	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/605/GCA_000724605.1_ASM72460v1
28031	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/775/GCA_000724775.3_ASM72477v3
231455	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/385/GCA_000725385.1_ASM72538v1
759620	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/905/GCA_000732905.1_ASM73290v1
357276	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/065/GCA_000738065.1_ASM73806v1
1916	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/105/GCA_000739105.1_ASM73910v1
285	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/375/GCA_000739375.1_ASM73937v1
716	0.85	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/435/GCA_000739435.1_ASM73943v1
64104	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/855/GCA_000742855.1_ASM74285v1
158836	1	41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/405/GCA_000807405.4_ASM80740v4
190893	0.97	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/535/GCA_000763535.2_ASM76353v2
2325	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/575/GCA_000763575.1_ASM76357v1
1522	0.8	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/955/GCA_000763955.1_ASM76395v1
205844	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/465/GCA_000767465.1_ASM76746v1
669	0.75	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/435/GCA_001558435.2_ASM155843v2
992010	0.75	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/435/GCA_001558435.2_ASM155843v2
202611	0.82	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/015/GCA_000773015.1_ASM77301v1
33033	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/295/GCA_000800295.1_ASM80029v1
1686	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/455/GCA_000800455.1_ASM80045v1
28173	0.78	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/275/GCA_000801275.1_ASM80127v1
1736	0.93	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/675/GCA_000807675.2_ASM80767v2
388741	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/125/GCA_000813125.1_ASM81312v1
106654	0.97	14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/165/GCA_000814165.3_ASM81416v3
2128	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/065/GCA_000815065.1_ASM81506v1
495	0.95	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/035/GCA_000818035.1_ASM81803v1
1888	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/005/GCA_000827005.1_ASM82700v1
188	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/825/GCA_000829825.1_ASM82982v1
70775	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/585/GCA_000831585.1_ASM83158v1
37752	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/125/GCA_000832125.1_ASM83212v1
145458	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/675/GCA_000875675.1_ASM87567v1
51365	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/755/GCA_000875755.1_ASM87575v1
31958	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/515/GCA_000943515.2_ASM94351v2
628	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/355/GCA_000953355.1_XNC2
591154	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/475/GCA_000953475.1_MfumSolVChr1
140	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/315/GCA_000956315.1_ASM95631v1
516051	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/865/GCA_000963865.1_ASM96386v1
1683	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/155/GCA_001025155.1_ASM102515v1
511	0.75	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/305/GCA_000967305.2_ASM96730v2
61635	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/915/GCA_000967915.1_ASM96791v1
38986	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/055/GCA_000968055.1_ASM96805v1
47883	0.72	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/415/GCA_000968415.2_ASM96841v2
271065	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/535/GCA_000968535.1_ASM96853v1
69896	0.52	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/375/GCA_000970375.1_ASM97037v1
135735	1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/245/GCA_000972245.1_ASM97224v1
63186	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/105/GCA_000973105.1_ASM97310v1
1509	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/705/GCA_000973705.1_ASM97370v1
931223	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/982/715/GCA_000982715.1_ASM98271v1
33	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/565/GCA_000988565.1_ASM98856v1
47917	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/005/GCA_001006005.1_ASM100600v1
113653	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/045/GCA_001006045.1_ASM100604v1
28026	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/215/GCA_001025215.1_ASM102521v1
29388	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/645/GCA_001028645.1_ASM102864v1
488447	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/145/GCA_001029145.1_ASM102914v1
217159	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/038/625/GCA_001038625.1_ASM103862v1
78258	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/675/GCA_001042675.1_ASM104267v1
78259	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/695/GCA_001042695.1_ASM104269v1
1479	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/115/GCA_001050115.1_ASM105011v1
43306	0.94	16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/065/055/GCA_001065055.1_ASM106505v1
103855	0.97	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/275/GCA_001078275.1_ASM107827v1
13690	0.7	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/495/GCA_001078495.2_ASM107849v2
690871	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/187/595/GCA_001187595.1_ASM118759v1
824	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/745/GCA_001190745.1_ASM119074v1
827	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/755/GCA_001190755.1_ASM119075v1
53345	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/395/GCA_001267395.1_ASM126739v1
540060	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/065/GCA_001270065.2_ASM127006v2
59893	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/272/655/GCA_001272655.2_ASM127265v2
1422	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/575/GCA_001274575.1_ASM127457v1
47834	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/875/GCA_001274875.1_ASM127487v1
71999	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/345/GCA_001275345.1_ASM127534v1
1660	1	19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/845/GCA_001278845.1_ASM127884v1
469595	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/005/GCA_001281005.1_ASM128100v1
56689	1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/291/445/GCA_001291445.1_Mycobacterium_mucogenicum
907	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/715/GCA_001304715.1_ASM130471v1
1766	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/545/GCA_001307545.1_ASM130754v1
137591	0.99	11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/145/GCA_001308145.2_ASM130814v2
381742	0.8	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/311/195/GCA_001311195.1_ASM131119v1
28116	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/995/GCA_001314995.1_ASM131499v1
246787	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/318/345/GCA_001318345.1_ASM131834v1
271	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/775/GCA_001399775.1_ASM139977v1
282197	0.93	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/403/735/GCA_001403735.1_J.rubraCECT5088_SeqMan_Prokka
39492	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/404/415/GCA_001404415.1_14207_7_51
39485	-1	16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/404/435/GCA_001404435.1_13470_2_94
40520	-1	34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/404/455/GCA_001404455.1_13414_6_22
33039	-1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/405/235/GCA_001405235.1_13414_6_51
1531	-1	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/405/335/GCA_001405335.1_13470_2_84
154046	-1	15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/405/675/GCA_001405675.1_13414_6_34
54571	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/406/115/GCA_001406115.1_Streptomyces_venezuelae_ATCC_15439
1512	0.68	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/049/235/GCA_900049235.1_C.symbiosum_MappedAssembly
33038	0.75	33	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/067/245/GCA_900067245.1_R.gnavus_MappedAssembly
346185	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/413/955/GCA_001413955.1_ASM141395v1
42238	0.85	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/418/645/GCA_001418645.1_ASM141864v1
1178482	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/725/GCA_001431725.1_ASM143172v1
246432	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/432/245/GCA_001432245.1_ASM143224v1
1492	0.75	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/065/GCA_001456065.2_ASM145606v2
1332080	0.74	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/115/GCA_001456115.1_ASM145611v1
76832	0.75	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/481/655/GCA_001481655.1_ASM148165v1
121719	0.75	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/065/GCA_001484065.1_ASM148406v1
40214	0.74	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/935/GCA_001484935.1_ASM148493v1
345663	0.74	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/325/GCA_001507325.1_ASM150732v1
456163	0.75	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/535/545/GCA_001535545.1_ASM153554v1
71453	0.66	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/544/195/GCA_001544195.1_ASM154419v1
673	0.75	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/255/GCA_001558255.2_ASM155825v2
676	0.75	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/415/GCA_001558415.2_ASM155841v2
674	0.75	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/475/GCA_001558475.2_ASM155847v2
549	0.75	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/735/GCA_001558735.1_ASM155873v1
697871	0.75	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/735/GCA_001558735.1_ASM155873v1
1353	0.75	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/875/GCA_001558875.2_ASM155887v2
1771	0.75	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/583/415/GCA_001583415.1_ASM158341v1
43263	0.75	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/285/GCA_001597285.1_ASM159728v1
1632	0.75	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/195/GCA_001602195.1_ASM160219v1
1703	0.75	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/606/005/GCA_001606005.1_ASM160600v1
51663	0.75	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/155/GCA_001611155.1_ASM161115v1
33954	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/875/GCA_001623875.1_ASM162387v1
1810	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/245/GCA_001655245.1_ASM165524v1
381	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/765/GCA_001676765.1_ASM167676v1
1230341	-1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/435/GCA_001685435.3_ASM168543v3
71433	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/985/GCA_001686985.1_ASM168698v1
161360	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/565/GCA_001687565.2_ASM168756v2
1215089	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/585/GCA_001687585.2_ASM168758v2
414778	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/665/GCA_001687665.2_ASM168766v2
1901	-1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/675/GCA_001693675.1_ASM169367v1
1246	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/145/GCA_001698145.1_ASM169814v1
2055	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/225/GCA_001698225.1_ASM169822v1
48664	-1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/705/545/GCA_001705545.1_ASM170554v1
55208	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/185/GCA_001742185.1_ASM174218v1
43657	-1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/165/GCA_001750165.1_ASM175016v1
152682	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/345/GCA_001761345.1_ASM176134v1
1155739	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/235/GCA_001767235.1_ASM176723v1
1254	-1	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/275/GCA_001767275.1_ASM176727v1
897	-1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/245/GCA_001854245.1_ASM185424v1
366650	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/855/615/GCA_001855615.1_ASM185561v1
948107	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/575/GCA_001865575.1_ASM186557v1
587	-1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/625/GCA_001874625.1_ASM187462v1
1482	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/878/675/GCA_001878675.1_ASM187867v1
187145	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/815/GCA_001886815.1_ASM188681v1
561879	-1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/885/GCA_001895885.1_ASM189588v1
237610	-1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/135/GCA_001913135.1_ASM191313v1
29430	-1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/555/GCA_001932555.1_ASM193255v1
109790	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/235/GCA_001936235.1_ASM193623v1
40215	-1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/805/GCA_001941805.1_ASM194180v1
487316	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/195/GCA_001953195.1_ASM195319v1
554083	-1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/968/835/GCA_001968835.1_ASM196883v1
